caseid,pid_4,ideo5,gov_choice,prop_111,prop_112,trump_app,hick_app,gardner_app,cong_app,scotus_app,pot_law,gambling,fracking,gun_control,anger,pride,hope,disgust,worry,trump_app2,hick_app2,gardner_app2,cong_app2,scotus_app2,pot_law2,gambling2,fracking2,gun_control2,old_weight_old,pid_x,sex,race_4,speakspanish,marstat,child18,employ,faminc_new,casscd,religiosity,age_group,educ
4.14E+08,Republican,Conservat,Walker St,0,0,Strongly Approve,Strong Disapprove,Approve,Approve,Approve,Strongly Favor,Favor,Strongly Favor,Strong Oppose,Never,Sometimes,Most of the Time,Rarely,Rarely,1,0,1,1,1,1,1,1,0,0.5486536,7,Male,White,I can not,Married,No,Retired,"$100,000",6,Few times year,65+,AA degree
4.14E+08,Independent,Conservat,Scott Hel,1,0,Approve,Disapprove,Disapprove,Strong Disapprove,Approve,Strong Oppose,Strong Oppose,Favor,,Rarely,Never,Never,Most of the Time,Sometimes,1,0,0,0,1,0,0,1,,0.6799303,4,Male,White,I can not,Married,No,Full-time,"$80,000 -",5,Once week or more,50-64,BA
4.14E+08,Independent,Moderate,Walker St,1,0,Approve,Approve,Approve,Strong Disapprove,Disapprove,Oppose,Strong Oppose,Strongly Favor,Strong Oppose,Sometimes,Rarely,Rarely,Most of the Time,Most of the Time,1,1,1,0,0,0,0,1,0,0.2996674,4,Male,White,I can not,Married,No,Retired,"$40,000 -",7,Few times year,65+,BA
4.14E+08,Independent,Conservat,Walker St,0,0,Approve,Strong Disapprove,Strong Disapprove,,Approve,Strong Oppose,Favor,Favor,Strong Oppose,Sometimes,Sometimes,Most of the Time,Sometimes,Sometimes,1,0,0,,1,0,1,1,0,0.8281441,4,Male,Other POC,I can not,Never mar,No,Permanent,"$50,000 -",7,never,50-64,AA degree
4.14E+08,Republican,Conservat,Walker St,1,0,Strongly Approve,Approve,Strongly Approve,Approve,Approve,Favor,Favor,Favor,Favor,Sometimes,Most of the Time,Sometimes,Most of the Time,Sometimes,1,1,1,1,1,1,1,1,1,0.4531011,6,Male,White,I can not,Married,No,Retired,"$50,000 -",7,Few times year,65+,Some college
4.14E+08,Republican,Conservat,Walker St,0,0,Approve,Disapprove,Approve,Approve,Strongly Approve,Strong Oppose,Strong Oppose,Strongly Favor,Strong Oppose,Most of the Time,All of the Time,Most of the Time,All of the Time,Sometimes,1,0,1,1,1,0,0,1,0,0.5424315,6,Female,Other POC,I can not,Married,No,Full-time,,5,Few times year,65+,BA
4.14E+08,Other,Conservat,Walker St,0,1,Approve,Disapprove,Approve,Disapprove,Approve,Favor,Strong Oppose,Oppose,Strong Oppose,Sometimes,Most of the Time,Sometimes,Sometimes,Sometimes,1,0,1,0,1,1,0,0,0,0.4202127,,Female,White,I can not,Married,No,Homemaker,,2,Few times year,50-64,BA
4.14E+08,Republican,Conservat,Walker St,1,0,Strongly Approve,Strong Disapprove,Approve,Strong Disapprove,Approve,Strong Oppose,Strong Oppose,Strongly Favor,Strong Oppose,Sometimes,Sometimes,Sometimes,Sometimes,Most of the Time,1,0,1,0,1,0,0,1,0,1.406771,7,Male,White,I can not,Married,No,Full-time,"$50,000 -",5,Once week or more,50-64,HS grad or less
4.14E+08,Independent,Moderate,Jared Pol,0,1,Strong Disapprove,Strongly Approve,Disapprove,Strong Disapprove,Strongly Approve,Strong Oppose,Strong Oppose,Strong Oppose,Oppose,All of the Time,Rarely,Rarely,Most of the Time,All of the Time,0,1,0,0,1,0,0,0,0,0.2721776,4,Female,White,I can not,Married,No,Part-time,"$40,000 -",2,Few times year,50-64,Post-grad
4.14E+08,Republican,Conservat,Walker St,1,0,Approve,Disapprove,Approve,Strong Disapprove,Approve,Favor,Strong Oppose,Favor,Strong Oppose,Sometimes,Rarely,Rarely,Sometimes,Most of the Time,1,0,1,0,1,1,0,1,0,0.6863582,6,Male,White,I can not,Married,No,Retired,"$80,000 -",2,Few times year,65+,BA
4.14E+08,Republican,Very cons,Walker St,1,0,Strongly Approve,Strong Disapprove,Strongly Approve,Strong Disapprove,Approve,Favor,Strong Oppose,Strongly Favor,Strong Oppose,Sometimes,All of the Time,Most of the Time,Sometimes,Most of the Time,1,0,1,0,1,1,0,1,0,0.6390163,7,Female,White,,Married,No,Retired,"$70,000 -",4,Once week or more,65+,Post-grad
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,,,Disapprove,Disapprove,Strongly Favor,Favor,Strong Oppose,Strongly Favor,All of the Time,Rarely,Rarely,Most of the Time,All of the Time,0,,,0,0,1,1,0,1,2.454528,1,Female,White,I can not,Married,No,Full-time,"$70,000 -",1,Few times year,30-39,BA
4.14E+08,Republican,Conservat,Walker St,1,0,Strongly Approve,Strong Disapprove,Approve,Approve,Approve,Strong Oppose,Favor,Strongly Favor,Strong Oppose,Sometimes,Rarely,Rarely,Most of the Time,Most of the Time,1,0,1,1,1,0,1,1,0,1.261737,5,Male,White,I can not,Married,No,Retired,"$50,000 -",4,Few times year,65+,HS grad or less
4.14E+08,Republican,Conservat,Walker St,1,0,Approve,,,,,,Favor,Favor,Strong Oppose,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1,,,,,,1,1,0,1.121266,7,Female,White,I can not,Divorced,No,Retired,,3,Few times year,65+,Some college
4.14E+08,Independent,Conservat,Walker St,0,0,Approve,Strong Disapprove,Approve,Strong Disapprove,Approve,Strong Oppose,Oppose,Strongly Favor,Strong Oppose,Sometimes,Rarely,Rarely,Most of the Time,Sometimes,1,0,1,0,1,0,0,1,0,0.4202127,4,Female,White,I can not,Married,No,Homemaker,,1,Once week or more,50-64,BA
4.14E+08,Democrat,Moderate,Jared Pol,0,1,Strong Disapprove,Strongly Approve,,Approve,,Strongly Favor,,,Strongly Favor,Most of the Time,Rarely,Rarely,Sometimes,Most of the Time,0,1,,1,,1,,,1,2.998492,1,Female,Hispanic,I can not,Never mar,Yes,Homemaker,Less than,7,Few times year,30-39,HS grad or less
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,Approve,Disapprove,Strong Disapprove,Disapprove,Strongly Favor,Oppose,Strong Oppose,Strongly Favor,Most of the Time,Rarely,Rarely,Most of the Time,Most of the Time,0,1,0,0,0,1,0,0,1,0.6034491,1,Female,White,I can not,Divorced,No,Retired,"$10,000 -",1,never,65+,Post-grad
4.14E+08,Republican,Conservat,Walker St,1,0,Strongly Approve,Strong Disapprove,Approve,Approve,Approve,Strong Oppose,Strong Oppose,Favor,Favor,Rarely,Most of the Time,Most of the Time,Sometimes,Sometimes,1,0,1,1,1,0,0,1,1,1.121266,7,Female,White,I can not,Divorced,No,Retired,"$40,000 -",7,Few times year,65+,Some college
4.14E+08,Democrat,Moderate,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Strong Disapprove,Strong Disapprove,Strong Disapprove,Strongly Favor,Strongly Favor,Strong Oppose,Favor,Most of the Time,Rarely,Rarely,All of the Time,Most of the Time,0,1,0,0,0,1,1,0,1,0.8171316,2,Male,White,I can not,Married,No,Full-time,"$120,000",7,never,65+,Post-grad
4.14E+08,Independent,Moderate,Walker St,1,0,Approve,Strong Disapprove,Disapprove,Strong Disapprove,,Strong Oppose,Strong Oppose,Strongly Favor,Strong Oppose,Most of the Time,Never,Rarely,All of the Time,Most of the Time,1,0,0,0,,0,0,1,0,0.7760335,4,Male,White,I can not,Married,No,Retired,,5,Few times year,65+,Some college
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,,Strong Disapprove,Strong Disapprove,,Strongly Favor,Strong Oppose,Strong Oppose,Strongly Favor,All of the Time,Never,Never,All of the Time,All of the Time,0,,0,0,,1,0,0,1,0.8426409,1,Female,White,I can not,Divorced,No,Permanent,,4,never,65+,BA
4.14E+08,Democrat,Moderate,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Disapprove,Strong Oppose,Strong Oppose,Strong Oppose,Strongly Favor,Sometimes,Sometimes,Rarely,Most of the Time,All of the Time,0,1,0,0,0,0,0,0,1,0.4162077,2,Female,White,I can not,Widowed,No,Full-time,,7,Few times year,50-64,Post-grad
4.14E+08,Independent,Very cons,Walker St,1,0,Strongly Approve,Strong Disapprove,Approve,Strong Disapprove,Disapprove,Strong Oppose,Favor,Strongly Favor,Strong Oppose,Sometimes,Most of the Time,Sometimes,Sometimes,Sometimes,1,0,1,0,0,0,1,1,0,1.964978,4,Male,White,I can not,Married,No,Retired,Less than,6,Once week or more,50-64,HS grad or less
4.14E+08,Republican,Very cons,Walker St,1,0,Strongly Approve,Strong Disapprove,Approve,Disapprove,Approve,Oppose,,Strongly Favor,Strong Oppose,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,1,0,1,0,1,0,,1,0,0.743082,7,Male,White,I can not,Married,Yes,Full-time,"$40,000 -",2,Few times year,50-64,Some college
4.14E+08,Independent,Moderate,Walker St,0,0,Approve,Strong Disapprove,Approve,Approve,Approve,Favor,Favor,Strongly Favor,Strong Oppose,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1,0,1,1,1,1,1,1,0,0.5218897,4,Male,Other POC,I can not,Married,No,Full-time,"$100,000",7,Few times year,50-64,BA
4.14E+08,Republican,Moderate,Walker St,1,0,Strongly Approve,,Strongly Approve,,Strongly Approve,Strong Oppose,Strong Oppose,Strongly Favor,Strong Oppose,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,1,,1,,1,0,0,1,0,0.8974258,6,Female,White,I can not,Married,No,Retired,"$70,000 -",3,never,65+,Some college
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Disapprove,Strongly Favor,Favor,Strong Oppose,Strongly Favor,Most of the Time,Rarely,Sometimes,All of the Time,Most of the Time,0,1,0,0,0,1,1,0,1,0.8661474,1,Female,White,I can not,Married,No,Part-time,"$80,000 -",2,Few times year,65+,Some college
4.14E+08,Independent,Moderate,Jared Pol,1,1,Strong Disapprove,Approve,Approve,Disapprove,Approve,Strong Oppose,Strong Oppose,Favor,Strong Oppose,Most of the Time,Sometimes,Rarely,Sometimes,Most of the Time,0,1,1,0,1,0,0,1,0,1.239079,4,Male,Other POC,I can not,Married,Yes,Full-time,"$100,000",7,Once week or more,50-64,Some college
4.14E+08,Independent,Conservat,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Disapprove,Favor,Strong Oppose,Strong Oppose,Favor,All of the Time,Rarely,Never,All of the Time,Most of the Time,0,1,0,0,0,1,0,0,1,0.8578495,4,Male,White,I can not,Divorced,No,Full-time,"$70,000 -",7,Few times year,40-49,Some college
4.14E+08,Independent,Moderate,Jared Pol,1,0,Strongly Approve,Strongly Approve,Approve,Disapprove,Approve,Favor,Favor,Favor,Oppose,Sometimes,Rarely,Sometimes,Most of the Time,Most of the Time,1,1,1,0,1,1,1,1,0,0.5486536,4,Male,White,I can not,Married,No,Retired,,5,Few times year,65+,Some college
4.14E+08,Republican,Very cons,Walker St,1,0,Strongly Approve,Disapprove,Strongly Approve,Approve,Approve,Favor,Favor,Strongly Favor,Strong Oppose,Rarely,Most of the Time,Most of the Time,Sometimes,Sometimes,1,0,1,1,1,1,1,1,0,0.5491404,7,Male,White,I can not,Widowed,No,Retired,"$120,000",2,never,65+,HS grad or less
4.14E+08,Republican,Very cons,Walker St,0,0,Strongly Approve,Strong Disapprove,Disapprove,Approve,Approve,Oppose,,Strongly Favor,Strong Oppose,Sometimes,Most of the Time,Most of the Time,Sometimes,Rarely,1,0,0,1,1,0,,1,0,0.4245089,7,Male,White,I can not,Domestic,No,Permanent,"$40,000 -",4,Few times year,50-64,AA degree
4.14E+08,Republican,Conservat,Walker St,0,0,Strongly Approve,Disapprove,Approve,,Approve,Strong Oppose,Favor,Favor,Strong Oppose,Sometimes,Rarely,Rarely,Sometimes,Sometimes,1,0,1,,1,0,1,1,0,0.4007425,6,Male,White,I can not,Married,No,Retired,"$60,000 -",3,Once week or more,65+,BA
4.14E+08,Independent,Moderate,Jared Pol,0,0,Approve,Approve,Disapprove,Strong Disapprove,Disapprove,Strongly Favor,,Favor,Strong Oppose,Most of the Time,Rarely,Rarely,All of the Time,Most of the Time,1,1,0,0,0,1,,1,0,0.5140317,4,Male,White,I can not,Divorced,No,Full-time,"$40,000 -",3,never,50-64,Some college
4.14E+08,Republican,Conservat,Walker St,1,0,Strongly Approve,Approve,Strongly Approve,Disapprove,Approve,Favor,Favor,Strongly Favor,Strong Oppose,Sometimes,Most of the Time,Sometimes,Sometimes,Sometimes,1,1,1,0,1,1,1,1,0,0.4531011,5,Male,White,I can not,Married,No,Retired,"$70,000 -",5,Few times year,65+,Some college
4.14E+08,Republican,Very cons,Walker St,0,0,Strongly Approve,Strong Disapprove,Strongly Approve,Strongly Approve,Strongly Approve,Strong Oppose,Oppose,Strongly Favor,Strong Oppose,Sometimes,All of the Time,Most of the Time,Sometimes,Sometimes,1,0,1,1,1,0,0,1,0,0.4203176,7,Male,White,I can not,Divorced,No,Full-time,"$60,000 -",6,Few times year,50-64,Post-grad
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Disapprove,Strong Disapprove,Disapprove,Strongly Favor,,Strong Oppose,Favor,Most of the Time,Rarely,Rarely,Most of the Time,Most of the Time,0,1,0,0,0,1,,0,1,3.247758,1,Female,White,I can not,Never mar,No,Full-time,"$70,000 -",2,never,18-29,BA
4.14E+08,Independent,Moderate,Jared Pol,1,1,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Oppose,Oppose,Oppose,Favor,Sometimes,Rarely,Rarely,Most of the Time,Most of the Time,0,1,0,0,0,0,0,0,1,1.154932,4,Male,Black,I can not,Married,No,Retired,"$20,000 -",1,Few times year,65+,HS grad or less
4.14E+08,Republican,Very cons,Walker St,0,1,Strongly Approve,Strong Disapprove,Strongly Approve,Approve,Disapprove,Strongly Favor,Strongly Favor,Favor,Oppose,Never,Most of the Time,Most of the Time,Rarely,Rarely,1,0,1,1,0,1,1,1,0,1.46,7,Female,White,I can not,Married,No,Part-time,,2,never,50-64,HS grad or less
4.14E+08,Republican,Conservat,Walker St,1,0,Approve,Strong Disapprove,Approve,Disapprove,Approve,Strong Oppose,Oppose,Strongly Favor,Strong Oppose,Most of the Time,Rarely,Rarely,Most of the Time,Most of the Time,1,0,1,0,1,0,0,1,0,0.5265237,7,Female,White,I can not,Married,No,Full-time,"$80,000 -",3,Few times year,50-64,Some college
4.14E+08,Democrat,Liberal,Jared Pol,0,0,Strong Disapprove,Strongly Approve,Strong Disapprove,Strong Disapprove,Disapprove,Strongly Favor,Strongly Favor,Favor,Strongly Favor,Most of the Time,Sometimes,Sometimes,Most of the Time,All of the Time,0,1,0,0,0,1,1,1,1,0.4972177,1,Female,White,I can not,Domestic,No,Permanent,Less than,7,Few times year,50-64,Some college
4.14E+08,Republican,Very cons,Walker St,0,0,Strongly Approve,Disapprove,Approve,Disapprove,Strongly Approve,Oppose,Oppose,Strongly Favor,Strong Oppose,Most of the Time,Most of the Time,Sometimes,All of the Time,Sometimes,1,0,1,0,1,0,0,1,0,0.4007425,7,Male,White,I can not,Married,No,Retired,"$80,000 -",6,Once week or more,65+,BA
4.14E+08,Republican,Conservat,Walker St,1,0,Approve,Approve,Disapprove,,,Strong Oppose,,Strong Oppose,Strongly Favor,Sometimes,All of the Time,Sometimes,Most of the Time,Most of the Time,1,1,0,,,0,,0,1,0.6344776,7,Female,White,I can not,Married,No,Retired,Less than,1,Few times year,65+,AA degree
4.14E+08,Independent,Conservat,Walker St,1,0,Approve,Disapprove,Approve,Strong Disapprove,Disapprove,Strong Oppose,Strong Oppose,Strongly Favor,Strong Oppose,Sometimes,Sometimes,Rarely,Most of the Time,Most of the Time,1,0,1,0,0,0,0,1,0,0.8102917,4,Male,Other POC,I can not,Married,No,Full-time,"$40,000 -",2,Once week or more,50-64,Some college
4.14E+08,Republican,Very cons,Walker St,1,0,Strongly Approve,Strong Disapprove,Disapprove,Strong Disapprove,Approve,Strong Oppose,Oppose,Strongly Favor,Strong Oppose,Most of the Time,Sometimes,Rarely,All of the Time,Most of the Time,1,0,0,0,1,0,0,1,0,0.4007425,7,Male,White,I can not,Married,No,Full-time,"$40,000 -",4,Once week or more,65+,BA
4.14E+08,Republican,Conservat,Walker St,1,0,Approve,Strong Disapprove,Approve,Disapprove,Approve,Strong Oppose,Oppose,Favor,Oppose,Most of the Time,Sometimes,Rarely,Most of the Time,Most of the Time,1,0,1,0,1,0,0,1,0,0.4407389,5,Female,White,I can not,Never mar,No,Part-time,"$60,000 -",2,Once week or more,50-64,Post-grad
4.14E+08,Republican,Very cons,Walker St,1,0,Approve,Approve,Approve,Disapprove,Approve,Strong Oppose,Oppose,Favor,Strong Oppose,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,1,1,1,0,1,0,0,1,0,0.5491404,7,Male,White,I can not,Widowed,No,Retired,,1,Few times year,65+,HS grad or less
4.14E+08,Republican,Very cons,Walker St,1,0,Strongly Approve,Strong Disapprove,Approve,Disapprove,Strongly Approve,Favor,Strongly Favor,Strongly Favor,Oppose,Sometimes,Never,All of the Time,All of the Time,Sometimes,1,0,1,0,1,1,1,1,0,0.917198,7,Female,White,I can not,Married,No,Homemaker,"$80,000 -",4,Few times year,65+,Some college
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,Approve,Approve,Strong Disapprove,Strong Disapprove,Strongly Favor,Favor,Strong Oppose,Strongly Favor,Sometimes,Sometimes,Rarely,Sometimes,All of the Time,0,1,1,0,0,1,1,0,1,0.5777098,1,Male,White,I can not,Married,No,Retired,,1,Few times year,65+,Post-grad
4.14E+08,Republican,Very cons,Walker St,0,0,Approve,Disapprove,Approve,Approve,Strongly Approve,Strong Oppose,Favor,Strongly Favor,Strong Oppose,Sometimes,Rarely,Rarely,Most of the Time,Most of the Time,1,0,1,1,1,0,1,1,0,0.8876405,7,Female,White,I can not,Divorced,Yes,Full-time,"$250,000",2,Few times year,40-49,Post-grad
4.14E+08,Republican,Very cons,Walker St,1,0,Strongly Approve,Strong Disapprove,Approve,Disapprove,Strongly Approve,Strong Oppose,Strong Oppose,Strongly Favor,Strong Oppose,Sometimes,Most of the Time,Rarely,All of the Time,Sometimes,1,0,1,0,1,0,0,1,0,0.4531011,7,Male,White,I can not,Married,No,Part-time,"$60,000 -",5,Once week or more,65+,AA degree
4.14E+08,Independent,Moderate,Walker St,0,0,Strongly Approve,Strong Disapprove,Approve,Disapprove,Approve,Strongly Favor,,Strongly Favor,Strong Oppose,Sometimes,All of the Time,Sometimes,Sometimes,Sometimes,1,0,1,0,1,1,,1,0,0.5265237,4,Female,White,I can not,Widowed,No,Retired,"$40,000 -",5,never,50-64,AA degree
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Strong Disapprove,Disapprove,Approve,Favor,,Oppose,Strongly Favor,Sometimes,Most of the Time,Most of the Time,Rarely,All of the Time,0,1,0,0,1,1,,0,1,0.5904405,1,Female,White,I can not,Married,No,Retired,"$80,000 -",2,Few times year,65+,Post-grad
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Disapprove,Approve,,,Disapprove,Strongly Favor,Favor,Strong Oppose,Favor,Sometimes,Sometimes,Rarely,Rarely,Sometimes,0,1,,,0,1,1,0,1,0.9242112,2,Female,Black,I can not,Divorced,No,Permanent,"$20,000 -",1,never,50-64,Post-grad
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,Approve,Disapprove,Strong Disapprove,Approve,Strongly Favor,Strong Oppose,Strong Oppose,Strongly Favor,Most of the Time,Sometimes,Rarely,All of the Time,Most of the Time,0,1,0,0,1,1,0,0,1,1.058857,1,Female,White,I can not,Married,No,Retired,"$150,000",3,Once week or more,65+,AA degree
4.14E+08,Republican,Very cons,Walker St,0,0,Approve,Disapprove,Disapprove,Disapprove,Approve,Oppose,,Strongly Favor,Strong Oppose,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,1,0,0,0,1,0,,1,0,0.4198899,6,Male,White,I can not,Married,No,Full-time,"$80,000 -",5,Once week or more,50-64,BA
4.14E+08,Independent,Conservat,Walker St,1,1,,,,,,Strong Oppose,Strong Oppose,Strong Oppose,Strongly Favor,Rarely,Sometimes,Rarely,Sometimes,Sometimes,,,,,,0,0,0,1,0.4518547,4,Female,White,I can not,Married,No,Full-time,"$150,000",2,Few times year,50-64,BA
4.14E+08,Independent,Conservat,Jared Pol,1,0,Strong Disapprove,Strongly Approve,Approve,Disapprove,Strong Disapprove,Strongly Favor,Strongly Favor,Favor,Strong Oppose,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,0,1,1,0,0,1,1,1,0,0.7964962,4,Female,White,I can not,Married,Yes,Full-time,"$120,000",2,Once week or more,30-39,AA degree
4.14E+08,Independent,Moderate,Walker St,1,0,Strongly Approve,Strongly Approve,Strongly Approve,Strong Disapprove,Strongly Approve,Favor,Favor,Strongly Favor,Strong Oppose,Most of the Time,Most of the Time,Sometimes,Most of the Time,Sometimes,1,1,1,0,1,1,1,1,0,0.7760335,4,Male,White,I can not,Widowed,No,Retired,"$70,000 -",1,Few times year,65+,Some college
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Disapprove,Strong Disapprove,Strong Disapprove,Strongly Favor,Favor,,,Most of the Time,Rarely,Rarely,Most of the Time,All of the Time,0,1,0,0,0,1,1,,,0.6892819,2,Female,White,I can not,Married,No,Retired,"$60,000 -",5,never,65+,BA
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Disapprove,Strong Disapprove,Disapprove,Strongly Favor,Strongly Favor,Strong Oppose,Strongly Favor,Most of the Time,Rarely,Rarely,Most of the Time,Most of the Time,0,1,0,0,0,1,1,0,1,0.7377111,1,Female,White,I can not,Married,No,Retired,"$150,000",2,never,65+,Post-grad
4.14E+08,Democrat,Very cons,Jared Pol,0,0,Strongly Approve,Strongly Approve,Strongly Approve,Strongly Approve,Strongly Approve,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,All of the Time,All of the Time,All of the Time,All of the Time,All of the Time,1,1,1,1,1,1,1,1,1,1.853195,1,Male,White,I can not,Divorced,No,Full-time,Less than,5,Once week or more,40-49,BA
4.14E+08,Republican,Conservat,Walker St,1,1,Approve,Approve,Approve,Approve,Strongly Approve,Strongly Favor,Favor,Oppose,Strongly Favor,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,1,1,1,1,1,1,1,0,1,0.5664142,6,Female,White,I can not,Widowed,No,Full-time,"$20,000 -",7,never,65+,Some college
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Strong Disapprove,Strongly Favor,Oppose,Strong Oppose,Strongly Favor,Most of the Time,Rarely,Rarely,Most of the Time,Most of the Time,0,1,0,0,0,1,0,0,1,0.599163,3,Female,White,I can not,Divorced,No,Retired,"$40,000 -",2,Few times year,65+,Some college
4.14E+08,Democrat,Moderate,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Approve,Approve,Favor,Favor,Favor,Strongly Favor,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,0,1,0,1,1,1,1,1,1,0.5181159,1,Male,White,I can not,Never mar,No,Permanent,"$10,000 -",1,Few times year,65+,Some college
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Disapprove,Favor,Strong Oppose,Strong Oppose,Strongly Favor,All of the Time,Rarely,Never,All of the Time,All of the Time,0,1,0,0,0,1,0,0,1,0.561421,1,Male,White,I can not,Married,No,Part-time,"$80,000 -",2,Few times year,50-64,Post-grad
4.14E+08,Democrat,Very cons,Jared Pol,1,1,Strong Disapprove,Strong Disapprove,Strong Disapprove,Strong Disapprove,Strong Disapprove,Oppose,Strongly Favor,Oppose,Strongly Favor,Sometimes,Most of the Time,Rarely,Sometimes,Sometimes,0,0,0,0,0,0,1,0,1,1.154932,1,Male,Black,I can not,Never mar,No,Retired,"$60,000 -",4,never,65+,HS grad or less
4.14E+08,Republican,Conservat,Walker St,1,0,Strongly Approve,Approve,Strongly Approve,Disapprove,Strongly Approve,,,Strongly Favor,Oppose,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,1,1,1,0,1,,,1,0,0.7014801,6,Male,White,I can not,Married,No,Retired,"$40,000 -",4,never,65+,BA
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Disapprove,Strongly Favor,Favor,Strong Oppose,Strongly Favor,Most of the Time,Rarely,Rarely,Most of the Time,All of the Time,0,1,0,0,0,1,1,0,1,3.247758,1,Female,White,I can not,Never mar,No,Full-time,"$40,000 -",1,Few times year,18-29,BA
4.14E+08,Independent,Moderate,Walker St,1,0,Approve,Strong Disapprove,Strongly Approve,Approve,Approve,Strongly Favor,Strongly Favor,Favor,Strong Oppose,Rarely,All of the Time,All of the Time,Most of the Time,Most of the Time,1,0,1,1,1,1,1,1,0,7.001197,4,Male,White,I can not,Never mar,No,Full-time,"$50,000 -",2,Few times year,18-29,Some college
4.14E+08,Independent,Moderate,Walker St,1,0,Disapprove,Approve,Approve,Disapprove,Approve,Oppose,Favor,Strongly Favor,Strongly Favor,Sometimes,Sometimes,Most of the Time,Sometimes,Most of the Time,0,1,1,0,1,0,1,1,1,0.8876405,4,Female,White,I can not,Married,Yes,Full-time,"$120,000",7,never,40-49,Post-grad
4.14E+08,Independent,Very cons,Walker St,0,0,Disapprove,Strong Disapprove,Strong Disapprove,Strong Disapprove,Disapprove,Strongly Favor,Strongly Favor,Strongly Favor,Strong Oppose,All of the Time,Never,Never,All of the Time,All of the Time,0,0,0,0,0,1,1,1,0,2.039329,4,Female,White,I can not,Married,No,Unemploye,"$20,000 -",3,never,50-64,HS grad or less
4.14E+08,Republican,Moderate,Walker St,1,0,Strongly Approve,Disapprove,Approve,Disapprove,,Strongly Favor,Favor,Strongly Favor,Oppose,Most of the Time,Most of the Time,Most of the Time,All of the Time,All of the Time,1,0,1,0,,1,1,1,0,1.964978,7,Male,White,I can not,Divorced,No,Permanent,"$60,000 -",5,Once week or more,50-64,HS grad or less
4.14E+08,Independent,Liberal,Jared Pol,1,1,Strong Disapprove,Approve,,Strong Disapprove,Strong Disapprove,Strongly Favor,Favor,Strongly Favor,Strongly Favor,Most of the Time,Rarely,Sometimes,Sometimes,Sometimes,0,1,,0,0,1,1,1,1,0.426306,4,Female,Hispanic,I can not,Divorced,No,Permanent,"$20,000 -",5,never,50-64,BA
4.14E+08,Independent,Conservat,Scott Hel,1,0,Approve,Approve,Disapprove,Strong Disapprove,Approve,Strongly Favor,Favor,Favor,Strongly Favor,Sometimes,Sometimes,Rarely,Most of the Time,Rarely,1,1,0,0,1,1,1,1,1,0.3388201,4,Male,White,I can not,Married,No,Retired,"$40,000 -",3,Few times year,65+,Some college
4.14E+08,Republican,Very cons,Walker St,1,0,Strongly Approve,Strong Disapprove,Disapprove,Strong Disapprove,Approve,Favor,Favor,Strongly Favor,Strong Oppose,Most of the Time,Sometimes,Rarely,All of the Time,All of the Time,1,0,0,0,1,1,1,1,0,0.4245089,7,Male,White,I can not,Divorced,Yes,Full-time,"$60,000 -",7,Few times year,50-64,AA degree
4.14E+08,Independent,Moderate,Walker St,1,0,Approve,Disapprove,Approve,Strong Disapprove,Approve,Favor,Oppose,Favor,Strong Oppose,Sometimes,Rarely,Rarely,All of the Time,Sometimes,1,0,1,0,1,1,0,1,0,0.4245089,4,Male,White,I can not,Married,No,Full-time,"$20,000 -",2,never,50-64,Some college
